ISBN,Book,Author,Themes,Qualities
9781444792485,How Google Works,Eric Schmidt and Jonathan Rosenberg,"Google, PageRank, web search, web query, data science, big data, web data","revealing, interesting, fascinating, detailed, technical"
9781621576136,Life After Google: The Fall of Big Data and the Rise of the Blockchain Economy,George Gilder,"Google, big data, blockchain, block chain, crytocurrency, crytocurrencies, bitcoin, web data, global economy, economics","technical, fascinating, detailed, philosophical, economic"
9781473542105,The Four: The Hidden DNA of Amazon_ Apple_ Facebook and Google,Scott Galloway,"Amazon, Google, Apple computers, Apple corp, Apple inc., Steve Jobs, iPhone, iPhones, Facebook, tech giant, tech giants, technology, tech boom","analytical, revealing, fascinating"
9780805095913,The Naked Cartoonist,Bob Mankoff,"cartoon, cartooning, cartoons, cartoonist, New Yorker","funny, witty, creative, honest, autobiographical"
9781787566071,Reputation Management: The Future of Corporate Communications and Public Relations,Tony Langham,"reputation, visibility, word of mouth, word-of-mouth, backstabbing, gossip, public relations, corporate communications, corporate communication, branding, brand management, reputatation management","practical, useful, helpful, shrewd,"
9781135966027,Reputation Management: The Key to Successful Public Relations and Corporate Communication,John Doorley,"reputation, visibility, word of mouth, word-of-mouth, backstabbing, gossip, public relations, corporate communications, corporate communication, branding, brand management, reputatation management","practical, useful, helpful, shrewd,"
9781619617421,Critical Moments: The New Mindset of Reputation Management,Bill Coletti,"reputation, visibility, word of mouth, word-of-mouth, backstabbing, gossip, public relations, corporate communications, corporate communication, branding, brand management, crisis management, crisis moment, reputatation management","practical, useful, helpful, shrewd,"
9781118338599,Online Reputation Management For Dummies, Lori Randall Stradtman,"online reputation, reputatation management, reputation, public relations, corporate communications, corporate communication, branding, brand management, crisis management","practical, useful, helpful, shrewd,"
9781786070722,The Reputation Game: The Art of Changing How People See You,David Waller and Rupert Younger,"reputatation management, reputation, public relations, corporate communications, corporate communication, branding, brand management","practical, useful, helpful, shrewd,"
9780349401386,How to Build a Billion Dollar App: Discover the secrets of the most successful entrepreneurs of our time,George Berkowski,"app development, apps, app store, app, software market, popular app, app developer, app developers, Javascript, Java, typescript","practical, useful, entrepreneurial, shrewd"
9781782119128,The Story of Looking,Mark Cousins,"perspective, perspectives, empathy, looking, photography, visualisation, visualization, photograph, aesthetics, scenery, ethestics","aesthetic, artistic, arty, philosophical"
9781780671932,Ways of Looking: How to Experience Contemporary Art,Ossian Ward,"art, modern art, contemporary art, art world, looking, perspective,","aesthetic, artistic, arty, philosophical"
9780525557999,Possible Minds: Twenty-Five Ways of Looking at AI,John Brockman,"looking, perspective, possible world, possible worlds, AI, artificial intellience","philosophical, visionary, critical, imaginative, probing"
